Messstelle:                ;Neusiedl am See, Bl 138
HZB-Nummer:                ;326298
HD-Nummer:                 ;
DBMS-Nummer:               ;1002188
PorenGW-Gebiet:            ;318 Seewinkel
Grundwasserkörper:         ;Seewinkel [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.08.1987
 Geländehöhe:              ;117,38
 Messpunkthöhe:            ;118,18
 Sohllage:                 ;97,38
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.08.1987               ;16 51 26                 ;47 53 36
  31.07.1987               ;16 51 22                 ;47 53 34
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
03.08.1987 07:01:00   ;   115,90 ;     
18.04.1988 07:01:00   ;   116,03 ;     
17.04.1989 07:01:00   ;   115,93 ;     
23.04.1990 07:01:00   ;   115,83 ;     
30.12.1991 07:01:00   ;   115,88 ;     
30.03.1992 07:01:00   ;   115,98 ;     
24.01.1993 07:01:00   ;   115,88 ;     
24.04.1994 07:01:00   ;   115,93 ;     
19.03.1995 07:01:00   ;   116,07 ;     
19.05.1996 07:01:00   ;   116,29 ;     
25.05.1997 09:00:00   ;   116,18 ;     
15.11.1998 09:00:00   ;   116,00 ;     
21.02.1999 09:30:00   ;   116,08 ;     
02.04.2000 09:30:00   ;   116,08 ;     
08.04.2001 09:30:00   ;   115,94 ;     
21.04.2002 09:30:00   ;   115,90 ;     
02.03.2003 09:30:00   ;   115,96 ;     
06.06.2004 09:30:00   ;   115,84 ;     
20.03.2005 09:30:00   ;   115,82 ;     
13.08.2006 09:30:00   ;   116,13 ;     
25.03.2007 09:30:00   ;   116,08 ;     
30.03.2008 09:30:00   ;   116,07 ;     
12.04.2009 09:30:00   ;   116,20 ;     
06.06.2010 05:50:00   ;   116,08 ;     
12.03.2011 06:47:00   ;   116,11 ;     
11.03.2012 07:10:00   ;   115,94 ;     
28.04.2013 06:43:00   ;   116,23 ;     
11.12.2014 10:00:00   ;   116,26 ;     
28.05.2015 10:00:00   ;   116,21 ;     
24.02.2016 08:50:00   ;   116,08 ;     
22.03.2017 08:20:00   ;   116,02 ;     
10.04.2018 08:45:00   ;   116,00 ;     
05.02.2019 08:30:00   ;   115,96 ;     
04.02.2020 08:00:00   ;   115,89 ;     
23.02.2021 09:00:00   ;   115,94 ;     
