Messstelle:                ;Raffelstetten, Bl 20.28
HZB-Nummer:                ;377432
HD-Nummer:                 ;2120.028
DBMS-Nummer:               ;4002799
PorenGW-Gebiet:            ;154 Südliches Linzer Feld
Grundwasserkörper:         ;Linzer Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Verbund Hydro Power AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;08.01.1993
 Geländehöhe:              ;245,78
 Messpunkthöhe:            ;246,38
 Sohllage:                 ;240,38
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 25 23                 ;48 14 13
  01.01.2003               ;14 25 24                 ;48 14 18
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
23.07.1993 07:01:00   ;   243,92 ;     
15.04.1994 07:01:00   ;   244,23 ;     
02.09.1995 07:01:00   ;   244,04 ;     
18.05.1996 07:01:00   ;   244,21 ;     
19.07.1997 07:01:00   ;   244,05 ;     
14.11.1998 07:01:00   ;   243,96 ;     
29.05.1999 07:01:00   ;   244,15 ;     
18.03.2000 07:01:00   ;   244,02 ;     
06.04.2001 07:01:00   ;   243,96 ;     
22.03.2002 07:01:00   ;   245,78 ;     
03.01.2003 07:01:00   ;   244,29 ;     
27.03.2004 07:01:00   ;   243,97 ;     
26.08.2005 07:01:00   ;   244,38 ;     
29.03.2006 07:01:00   ;   244,93 ;     
12.09.2007 07:01:00   ;   244,23 ;     
07.05.2008 07:01:00   ;   243,89 ;     
01.07.2009 07:01:00   ;   244,49 ;     
07.06.2010 07:01:00   ;   244,51 ;     
19.01.2011 07:01:00   ;   244,44 ;     
25.01.2012 07:01:00   ;   244,03 ;     
04.06.2013 03:00:00   ;   245,78 ;     
01.01.2014 07:01:00   ;   243,84 ;     
27.05.2015 07:01:00   ;   243,80 ;     
28.07.2016 07:01:00   ;   244,06 ;     
17.05.2017 07:01:00   ;   243,97 ;     
24.01.2018 07:01:00   ;   244,07 ;     
03.06.2019 07:01:00   ;   243,80 ;     
09.11.2020 07:01:00   ;   243,94 ;     
02.08.2021 07:01:00   ;   244,27 ;     
