Messstelle:                ;Kristein, Bl 2116.10
HZB-Nummer:                ;323428
HD-Nummer:                 ;2116.010
DBMS-Nummer:               ;4002442
PorenGW-Gebiet:            ;154 Südliches Linzer Feld
Grundwasserkörper:         ;Linzer Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Österreichische Donaukraftwerke AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.2016
 Geländehöhe:              ;255,87
 Messpunkthöhe:            ;256,72
 Sohllage:                 ;243,12
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 26 50                 ;48 12 32
  01.01.2003               ;14 26 54                 ;48 12 35
  10.02.1975               ;14 26 54                 ;48 12 35
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
07.08.1980 07:01:00   ;   244,40 ;     
16.04.1981 07:01:00   ;   244,41 ;     
04.03.1982 07:01:00   ;   244,91 ;     
07.07.1983 07:01:00   ;   243,59 ;     
18.10.1984 07:01:00   ;   243,37 ;     
26.09.1985 07:01:00   ;   244,10 ;     
13.03.1986 07:01:00   ;   244,11 ;     
06.08.1987 07:01:00   ;   244,27 ;     
06.05.1988 07:01:00   ;   244,86 ;     
02.06.1989 07:01:00   ;   244,00 ;     
18.05.1990 07:01:00   ;   243,83 ;     
13.09.1991 07:01:00   ;   244,23 ;     
14.05.1992 07:01:00   ;   243,77 ;     
30.04.1993 07:01:00   ;   243,90 ;     
27.05.1994 07:01:00   ;   244,60 ;     
01.07.1995 07:01:00   ;   243,86 ;     
28.06.1996 07:01:00   ;   245,05 ;     
23.08.1997 07:01:00   ;   244,18 ;     
02.01.1998 07:01:00   ;   243,69 ;     
09.04.1999 07:01:00   ;   244,26 ;     
20.05.2000 07:01:00   ;   244,07 ;     
02.06.2001 07:01:00   ;   243,99 ;     
14.12.2002 07:01:00   ;   245,08 ;     
01.02.2003 07:01:00   ;   245,29 ;     
10.07.2004 07:01:00   ;   243,65 ;     
13.08.2005 07:01:00   ;   244,11 ;     
19.05.2006 07:01:00   ;   244,44 ;     
31.12.2007 23:59:55   ;   243,62 ;     
06.06.2008 07:01:00   ;   243,69 ;     
21.08.2009 07:01:00   ;   244,86 ;     
27.08.2010 07:01:00   ;   244,38 ;     
11.02.2011 07:01:00   ;   243,79 ;     
03.08.2012 07:01:00   ;   243,72 ;     
12.07.2013 07:01:00   ;   245,22 ;     
01.01.2014 00:00:05   ;   243,95 ;     
09.07.2015 07:01:00   ;   243,57 ;     
26.08.2016 07:01:00   ;   244,11 ;     
15.06.2017 07:01:00   ;   243,71 ;     
02.03.2018 07:01:00   ;   243,76 ;     
13.11.2019 07:01:00   ;   243,22 ;     
28.01.2020 07:01:00   ;   243,33 ;     
15.09.2021 07:01:00   ;   243,89 ;     
