Messstelle:                ;Lindham, Bl 2145.009
HZB-Nummer:                ;306910
HD-Nummer:                 ;2145.009
DBMS-Nummer:               ;4002034
Fremdnummer:               ;O 35
PorenGW-Gebiet:            ;095 Nördliches Eferdinger Becken
Grundwasserkörper:         ;Eferdinger Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Österreichische Donaukraftwerke AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.09.2009
 Geländehöhe:              ;257,75
 Messpunkthöhe:            ;258,75
 Sohllage:                 ;253,26
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 09 19                 ;48 20 06
  01.01.2003               ;14 09 23                 ;48 20 04
  12.10.1965               ;14 09 23                 ;48 20 04
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  1972 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
30.07.1972 07:01:00   ;   255,45 ;     
08.05.1973 07:01:00   ;   256,13 ;     
23.07.1974 07:01:00   ;   256,43 ;     
08.07.1975 07:01:00   ;   256,66 ;     
28.01.1976 07:01:00   ;   255,70 ;     
23.08.1977 07:01:00   ;   256,18 ;     
11.07.1978 07:01:00   ;   255,31 ;     
19.06.1979 07:01:00   ;   256,69 ;     
22.07.1980 07:01:00   ;   255,97 ;     
21.07.1981 07:01:00   ;   257,70 ;     
02.02.1982 07:01:00   ;   256,03 ;     
10.05.1983 07:01:00   ;   255,11 ;     
25.09.1984 07:01:00   ;   255,02 ;     
20.08.1985 07:01:00   ;   255,70 ;     
28.01.1986 07:01:00   ;   255,54 ;     
07.07.1987 07:01:00   ;   255,80 ;     
29.03.1988 07:01:00   ;   257,19 ;     
01.01.1989 00:00:05   ;   255,69 ;     
14.03.1990 07:01:00   ;   255,32 ;     
04.08.1991 07:01:00   ;   257,70 ;     
01.12.1992 07:01:00   ;   255,52 ;     
28.12.1993 07:01:00   ;   255,39 ;     
19.04.1994 07:01:00   ;   255,95 ;     
13.06.1995 07:01:00   ;   255,83 ;     
28.05.1996 07:01:00   ;   255,74 ;     
08.07.1997 07:01:00   ;   255,47 ;     
17.11.1998 07:01:00   ;   255,45 ;     
30.05.1999 07:01:00   ;   256,46 ;     
03.04.2000 07:01:00   ;   256,07 ;     
26.03.2001 07:01:00   ;   255,87 ;     
13.08.2002 07:01:00   ;   257,70 ;     
07.01.2003 07:01:00   ;   256,03 ;     
08.04.2004 07:01:00   ;   255,15 ;     
29.03.2005 07:01:00   ;   255,66 ;     
04.04.2006 07:01:00   ;   257,00 ;     
10.12.2007 07:01:00   ;   255,42 ;     
25.03.2008 07:01:00   ;   255,48 ;     
29.06.2009 07:01:00   ;   255,87 ;     
09.08.2010 07:01:00   ;   255,49 ;     
17.01.2011 07:01:00   ;   255,58 ;     
30.01.2012 07:01:00   ;   255,33 ;     
04.06.2013 03:00:00   ;   257,75 ;     
04.08.2014 07:01:00   ;   254,75 ;     
25.05.2015 07:01:00   ;   255,01 ;     
06.06.2016 07:01:00   ;   255,44 ;     
15.05.2017 07:01:00   ;   254,99 ;     
29.01.2018 07:01:00   ;   255,35 ;     
18.03.2019 07:01:00   ;   255,57 ;     
09.03.2020 07:01:00   ;   254,80 ;     
19.07.2021 07:01:00   ;   255,67 ;     
