Messstelle:                ;Gottsdorf, Br 2054.001
HZB-Nummer:                ;302950
HD-Nummer:                 ;
DBMS-Nummer:               ;3002253
PorenGW-Gebiet:            ;186 Ybbser Scheibe
Grundwasserkörper:         ;Ybbstal / Ybbser Scheibe [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Niederösterreich
Messstellenbetreiber:      ;Verbund Hydro Power AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;23.04.1972
 Geländehöhe:              ;222,52
 Messpunkthöhe:            ;222,87
 Sohllage:                 ;210,93
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2019               ;15 06 36                 ;48 11 25
  01.01.2009               ;15 06 36                 ;48 11 25
  30.11.1959               ;15 06 35                 ;48 11 24
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  1983 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
29.05.1982 07:01:00   ;   215,30 ;     
18.06.1983 07:01:00   ;   215,08 ;     
19.09.1984 07:01:00   ;   214,94 ;     
11.08.1985 07:01:00   ;   215,41 ;     
02.06.1986 07:01:00   ;   215,23 ;     
21.12.1987 07:01:00   ;   215,47 ;     
28.03.1988 07:01:00   ;   216,17 ;     
09.01.1989 07:01:00   ;   214,92 ;     
09.07.1990 07:01:00   ;   215,17 ;     
04.08.1991 07:01:00   ;   215,57 ;     
30.11.1992 07:01:00   ;   215,22 ;     
01.08.1993 07:01:00   ;   215,14 ;     
18.04.1994 07:01:00   ;   215,47 ;     
03.09.1995 07:01:00   ;   215,54 ;     
16.09.1996 07:01:00   ;   214,99 ;     
21.07.1997 07:01:00   ;   216,00 ;     
02.11.1998 07:01:00   ;   215,12 ;     
21.03.1999 07:01:00   ;   215,85 ;     
08.08.2000 07:01:00   ;   215,20 ;     
26.03.2001 07:01:00   ;   215,34 ;     
14.08.2002 07:01:00   ;   215,87 ;     
07.01.2003 07:01:00   ;   214,83 ;     
09.06.2004 07:01:00   ;   214,69 ;     
12.07.2005 07:01:00   ;   215,62 ;     
31.03.2006 07:01:00   ;   216,01 ;     
11.09.2007 07:01:00   ;   215,25 ;     
29.05.2008 07:01:00   ;   214,75 ;     
25.06.2009 07:01:00   ;   215,54 ;     
04.06.2010 07:01:00   ;   215,92 ;     
21.01.2011 07:01:00   ;   214,72 ;     
14.06.2012 07:01:00   ;   215,11 ;     
08.06.2013 07:01:00   ;   216,50 ;     
27.11.2014 07:01:00   ;   215,82 ;     
28.05.2015 07:01:00   ;   214,86 ;     
02.06.2016 07:01:00   ;   214,96 ;     
10.05.2017 07:01:00   ;   214,79 ;     
05.01.2018 07:01:00   ;   214,92 ;     
31.05.2019 07:01:00   ;   215,17 ;     
06.08.2020 07:01:00   ;   214,97 ;     
22.07.2021 07:01:00   ;   215,01 ;     
