Messstelle:                ;Patergassen, Bl 280
HZB-Nummer:                ;351833
HD-Nummer:                 ;
DBMS-Nummer:               ;2002339
PorenGW-Gebiet:            ;436 Oberes Gurktal
Grundwasserkörper:         ;Tiebel [DRA]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Kärnten
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;02.06.2020
 Geländehöhe:              ;1017,42
 Messpunkthöhe:            ;1018,78
 Sohllage:                 ;1012,78
 T-Messtiefe u.GOK:        ;3,64
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  13.07.2004               ;13 51 44                 ;46 49 13
Exportzeitreihe:           ;GWTEP,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (0)
Werteinformation:          ;GWT-Messhöhe(n) unter GOK: 13.7.04: 4 - 13.7.04: 3.84 - 2.6.20: 3.64 - ~~
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;1 Nachkommastelle
Einheit:                   ;°C
Werte:
01.10.2012 00:00:00   ;    11,0 ;     
01.11.2012 00:00:00   ;     7,6 ;     
01.12.2012 00:00:00   ;     5,2 ;     
01.01.2013 00:00:00   ;     3,2 ;     
01.02.2013 00:00:00   ;     2,4 ;     
01.03.2013 00:00:00   ;     1,5 ;     
01.04.2013 00:00:00   ;     1,9 ;     
01.05.2013 00:00:00   ;     6,4 ;     
01.06.2013 00:00:00   ;     8,2 ;     
01.07.2013 00:00:00   ;    10,8 ;     
01.08.2013 00:00:00   ;    12,8 ;     
01.09.2013 00:00:00   ;    13,0 ;     
01.10.2013 00:00:00   ;    11,4 ;     
01.11.2013 00:00:00   ;     8,9 ;     
01.12.2013 00:00:00   ;     5,5 ;     
01.01.2014 00:00:00   ;     3,2 ;     
01.02.2014 00:00:00   ;     2,7 ;     
01.03.2014 00:00:00   ;     2,3 ;     
01.04.2014 00:00:00   ;     4,4 ;     
01.05.2014 00:00:00   ;     6,5 ;     
01.06.2014 00:00:00   ;     8,9 ;     
01.07.2014 00:00:00   ;    11,4 ;     
01.08.2014 00:00:00   ;    13,2 ;     
01.09.2014 00:00:00   ;    12,9 ;     
01.10.2014 00:00:00   ;    11,8 ;     
01.11.2014 00:00:00   ;     9,2 ;     
01.12.2014 00:00:00   ;     6,2 ;     
01.01.2015 00:00:00   ;     4,0 ;     
01.02.2015 00:00:00   ;     3,0 ;     
01.03.2015 00:00:00   ;     2,5 ;     
01.04.2015 00:00:00   ;     3,5 ;     
01.05.2015 00:00:00   ;     6,2 ;     
01.06.2015 00:00:00   ;     9,4 ;     
01.07.2015 00:00:00   ;    12,4 ;     
01.08.2015 00:00:00   ;    14,6 ;     
01.09.2015 00:00:00   ;    14,0 ;     
01.10.2015 00:00:00   ;    11,4 ;     
01.11.2015 00:00:00   ;     8,9 ;     
01.12.2015 00:00:00   ;     6,1 ;     
01.01.2016 00:00:00   ;     4,0 ;     
01.02.2016 00:00:00   ;     2,7 ;     
01.03.2016 00:00:00   ;     1,9 ;     
01.04.2016 00:00:00   ;     3,8 ;     
01.05.2016 00:00:00   ;     5,6 ;     
01.06.2016 00:00:00   ;     9,2 ;     
01.07.2016 00:00:00   ;    12,3 ;     
01.08.2016 00:00:00   ;    14,1 ;     
01.09.2016 00:00:00   ;    14,0 ;     
01.10.2016 00:00:00   ;    11,9 ;     
01.11.2016 00:00:00   ;     8,7 ;     
01.12.2016 00:00:00   ;     5,9 ;     
01.01.2017 00:00:00   ;     4,1 ;     
01.02.2017 00:00:00   ;     2,9 ;     
01.03.2017 00:00:00   ;     2,2 ;     
01.04.2017 00:00:00   ;     3,5 ;     
01.05.2017 00:00:00   ;     6,0 ;     
01.06.2017 00:00:00   ;     9,2 ;     
01.07.2017 00:00:00   ;    12,1 ;     
01.08.2017 00:00:00   ;    14,4 ;     
01.09.2017 00:00:00   ;    13,6 ;     
01.10.2017 00:00:00   ;    11,9 ;     
01.11.2017 00:00:00   ;     8,9 ;     
01.12.2017 00:00:00   ;     5,5 ;     
01.01.2018 00:00:00   ;     3,7 ;     
01.02.2018 00:00:00   ;     2,9 ;     
01.03.2018 00:00:00   ;     2,2 ;     
01.04.2018 00:00:00   ;     4,0 ;     
