Messstelle:                ;Stadt Salzburg, Bl 257
HZB-Nummer:                ;321182
HD-Nummer:                 ;
DBMS-Nummer:               ;5002114
PorenGW-Gebiet:            ;040 Unteres Salzachtal
Grundwasserkörper:         ;Unteres Salzachtal [DBJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Salzburg
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;08.03.2022
 Geländehöhe:              ;429,35
 Messpunkthöhe:            ;429,19
 Sohllage:                 ;419,48
 T-Messtiefe u.GOK:        ;9,66
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  06.04.2010               ;13 01 50                 ;47 47 45
  07.01.1997               ;13 01 41                 ;47 47 52
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  2019 bis -> FG56 Daten vor dem Vergleichszeitraum vorhanden, die in einer anderen Tiefe gemessen wurden und daher nicht ausgewertet werden
Exportzeitreihe:           ;GWTEP,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (0)
Werteinformation:          ;GWT-Messhöhe(n) unter GOK: 7.1.97: 9.15 - 20.12.18: 9.73 - 8.3.22: 9.66 - ~~
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;1 Nachkommastelle
Einheit:                   ;°C
Werte:
01.01.2019 00:00:00   ;    13,0 ;     
01.02.2019 00:00:00   ;    12,9 ;     
01.03.2019 00:00:00   ;    12,7 ;     
01.04.2019 00:00:00   ;    12,4 ;     
01.05.2019 00:00:00   ;    12,4 ;     
01.06.2019 00:00:00   ;    12,4 ;     
01.07.2019 00:00:00   ;    12,4 ;     
01.08.2019 00:00:00   ;    12,4 ;     
01.09.2019 00:00:00   ;    12,6 ;     
01.10.2019 00:00:00   ;    12,8 ;     
01.11.2019 00:00:00   ;    13,3 ;     
01.12.2019 00:00:00   ;    13,4 ;     
01.01.2020 00:00:00   ;    13,1 ;     
01.02.2020 00:00:00   ;    12,8 ;     
01.03.2020 00:00:00   ;    12,5 ;     
01.04.2020 00:00:00   ;    12,3 ;     
01.05.2020 00:00:00   ;    12,1 ;     
01.06.2020 00:00:00   ;    12,1 ;     
01.07.2020 00:00:00   ;    12,3 ;     
01.08.2020 00:00:00   ;    12,5 ;     
01.09.2020 00:00:00   ;    12,9 ;     
01.10.2020 00:00:00   ;    13,2 ;     
01.11.2020 00:00:00   ;    13,3 ;     
01.12.2020 00:00:00   ;    13,3 ;     
01.01.2021 00:00:00   ;    13,1 ;     
01.02.2021 00:00:00   ;    12,9 ;     
01.03.2021 00:00:00   ;    12,7 ;     
01.04.2021 00:00:00   ;    12,4 ;     
01.05.2021 00:00:00   ;    12,2 ;     
01.06.2021 00:00:00   ;    12,2 ;     
01.07.2021 00:00:00   ;    12,2 ;     
01.08.2021 00:00:00   ;    12,5 ;     
01.09.2021 00:00:00   ;    12,8 ;     
01.10.2021 00:00:00   ;    13,1 ;     
01.11.2021 00:00:00   ;    13,2 ;     
01.12.2021 00:00:00   ;    13,2 ;     
01.01.2022 00:00:00   ;Lücke        ; 
