Messstelle:                ;Bizau, Bl 30.2.17
HZB-Nummer:                ;332213
HD-Nummer:                 ;30.2.17
DBMS-Nummer:               ;8002245
PorenGW-Gebiet:            ;006 Bregenzerwald
Grundwasserkörper:         ;Gruppe Helvetikum [RHE]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Vorarlberg
Messstellenbetreiber:      ;Hydrographischer Dienst
Höhenangaben [m ü.A.]:     ;gültig seit: ;02.07.2020
 Geländehöhe:              ;681,04
 Messpunkthöhe:            ;681,86
 Sohllage:                 ;653,06
 T-Messtiefe u.GOK:        ;27,18
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1989               ;09 55 49                 ;47 21 58
Exportzeitreihe:           ;GWTEP,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (0)
Werteinformation:          ;GWT-Messhöhe(n) unter GOK: 1.7.11: 25.18 - 2.7.20: 27.18 - ~~
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;1 Nachkommastelle
Einheit:                   ;°C
Werte:
01.07.2011 00:00:00   ;     9,2 ;     
01.08.2011 00:00:00   ;     9,2 ;     
01.09.2011 00:00:00   ;     9,2 ;     
01.10.2011 00:00:00   ;     9,2 ;     
01.11.2011 00:00:00   ;     9,2 ;     
01.12.2011 00:00:00   ;     9,2 ;     
01.01.2012 00:00:00   ;     9,2 ;     
01.02.2012 00:00:00   ;     9,2 ;     
01.03.2012 00:00:00   ;     9,2 ;     
01.04.2012 00:00:00   ;     9,2 ;     
01.05.2012 00:00:00   ;     9,2 ;     
01.06.2012 00:00:00   ;     9,3 ;     
01.07.2012 00:00:00   ;     9,2 ;     
01.08.2012 00:00:00   ;     9,2 ;     
01.09.2012 00:00:00   ;     9,3 ;     
01.10.2012 00:00:00   ;     9,3 ;     
01.11.2012 00:00:00   ;     9,3 ;     
01.12.2012 00:00:00   ;     9,2 ;     
01.01.2013 00:00:00   ;     9,3 ;     
01.02.2013 00:00:00   ;     9,3 ;     
01.03.2013 00:00:00   ;     9,3 ;     
01.04.2013 00:00:00   ;     9,3 ;     
01.05.2013 00:00:00   ;     9,3 ;     
01.06.2013 00:00:00   ;     9,4 ;     
01.07.2013 00:00:00   ;     9,3 ;     
01.08.2013 00:00:00   ;     9,3 ;     
01.09.2013 00:00:00   ;     9,4 ;     
01.10.2013 00:00:00   ;     9,4 ;     
01.11.2013 00:00:00   ;     9,4 ;     
01.12.2013 00:00:00   ;     9,3 ;     
01.01.2014 00:00:00   ;     9,3 ;     
01.02.2014 00:00:00   ;     9,3 ;     
01.03.2014 00:00:00   ;     9,3 ;     
01.04.2014 00:00:00   ;     9,3 ;     
01.05.2014 00:00:00   ;     9,3 ;     
01.06.2014 00:00:00   ;     9,3 ;     
01.07.2014 00:00:00   ;     9,4 ;     
01.08.2014 00:00:00   ;     9,4 ;     
01.09.2014 00:00:00   ;     9,4 ;     
01.10.2014 00:00:00   ;     9,4 ;     
01.11.2014 00:00:00   ;     9,4 ;     
01.12.2014 00:00:00   ;     9,3 ;     
01.01.2015 00:00:00   ;     9,4 ;     
01.02.2015 00:00:00   ;     9,3 ;     
01.03.2015 00:00:00   ;     9,4 ;     
01.04.2015 00:00:00   ;     9,4 ;     
01.05.2015 00:00:00   ;     9,4 ;     
01.06.2015 00:00:00   ;     9,4 ;     
01.07.2015 00:00:00   ;     9,4 ;     
01.08.2015 00:00:00   ;     9,4 ;     
01.09.2015 00:00:00   ;     9,4 ;     
01.10.2015 00:00:00   ;     9,4 ;     
01.11.2015 00:00:00   ;     9,4 ;     
01.12.2015 00:00:00   ;     9,4 ;     
01.01.2016 00:00:00   ;     9,4 ;     
01.02.2016 00:00:00   ;     9,5 ;     
01.03.2016 00:00:00   ;     9,4 ;     
01.04.2016 00:00:00   ;     9,4 ;     
01.05.2016 00:00:00   ;     9,5 ;     
01.06.2016 00:00:00   ;     9,5 ;     
01.07.2016 00:00:00   ;     9,5 ;     
01.08.2016 00:00:00   ;     9,5 ;     
01.09.2016 00:00:00   ;     9,5 ;     
01.10.2016 00:00:00   ;     9,5 ;     
01.11.2016 00:00:00   ;     9,5 ;     
01.12.2016 00:00:00   ;     9,5 ;     
01.01.2017 00:00:00   ;     9,5 ;     
01.02.2017 00:00:00   ;     9,6 ;     
01.03.2017 00:00:00   ;     9,6 ;     
01.04.2017 00:00:00   ;     9,5 ;     
01.05.2017 00:00:00   ;     9,6 ;     
01.06.2017 00:00:00   ;     9,6 ;     
01.07.2017 00:00:00   ;     9,6 ;     
01.08.2017 00:00:00   ;     9,6 ;     
01.09.2017 00:00:00   ;     9,6 ;     
01.10.2017 00:00:00   ;     9,6 ;     
01.11.2017 00:00:00   ;     9,6 ;     
01.12.2017 00:00:00   ;     9,6 ;     
01.01.2018 00:00:00   ;     9,7 ;     
01.02.2018 00:00:00   ;     9,6 ;     
01.03.2018 00:00:00   ;     9,7 ;     
01.04.2018 00:00:00   ;     9,7 ;     
01.05.2018 00:00:00   ;     9,7 ;     
01.06.2018 00:00:00   ;     9,7 ;     
01.07.2018 00:00:00   ;     9,7 ;     
01.08.2018 00:00:00   ;     9,7 ;     
01.09.2018 00:00:00   ;     9,7 ;     
01.10.2018 00:00:00   ;     9,7 ;     
