Messstelle:                ;Klagenfurt, Bl 266
HZB-Nummer:                ;360511
HD-Nummer:                 ;
DBMS-Nummer:               ;2900061
PorenGW-Gebiet:            ;442 Klagenfurter Becken
Grundwasserkörper:         ;Klagenfurter Becken [DRA]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Kärnten
Messstellenbetreiber:      ;Privat
Höhenangaben [m ü.A.]:     ;gültig seit: ;08.04.2019
 Geländehöhe:              ;439,82
 Messpunkthöhe:            ;440,67
 Sohllage:                 ;435,18
 T-Messtiefe u.GOK:        ;4,31
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  28.11.2014               ;14 17 35                 ;46 36 22
Exportzeitreihe:           ;GWTEP,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (0)
Werteinformation:          ;GWT-Messhöhe(n) unter GOK: 28.11.14: 4.39 - 19.5.15: 4.31 - ~~
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;1 Nachkommastelle
Einheit:                   ;°C
Werte:
01.06.2015 00:00:00   ;    12,4 ;     
01.07.2015 00:00:00   ;    13,9 ;     
01.08.2015 00:00:00   ;    15,5 ;     
01.09.2015 00:00:00   ;    17,1 ;     
01.10.2015 00:00:00   ;    17,4 ;     
01.11.2015 00:00:00   ;    16,5 ;     
01.12.2015 00:00:00   ;    15,0 ;     
01.01.2016 00:00:00   ;    13,2 ;     
01.02.2016 00:00:00   ;    11,4 ;     
01.03.2016 00:00:00   ;    10,0 ;     
01.04.2016 00:00:00   ;     9,8 ;     
01.05.2016 00:00:00   ;    10,8 ;     
01.06.2016 00:00:00   ;    11,8 ;     
01.07.2016 00:00:00   ;    13,5 ;     
01.08.2016 00:00:00   ;    15,6 ;     
01.09.2016 00:00:00   ;    17,0 ;     
01.10.2016 00:00:00   ;    17,1 ;     
01.11.2016 00:00:00   ;    16,1 ;     
01.12.2016 00:00:00   ;    14,4 ;     
01.01.2017 00:00:00   ;    12,7 ;     
01.02.2017 00:00:00   ;    11,1 ;     
01.03.2017 00:00:00   ;     9,8 ;     
01.04.2017 00:00:00   ;     9,5 ;     
01.05.2017 00:00:00   ;    10,3 ;     
01.06.2017 00:00:00   ;    11,6 ;     
01.07.2017 00:00:00   ;    13,9 ;     
01.08.2017 00:00:00   ;    16,2 ;     
01.09.2017 00:00:00   ;    17,7 ;     
01.10.2017 00:00:00   ;    17,6 ;     
01.11.2017 00:00:00   ;    16,3 ;     
01.12.2017 00:00:00   ;    14,3 ;     
01.01.2018 00:00:00   ;    12,2 ;     
01.02.2018 00:00:00   ;    11,0 ;     
01.03.2018 00:00:00   ;     9,9 ;     
01.04.2018 00:00:00   ;     9,4 ;     
01.05.2018 00:00:00   ;    10,4 ;     
01.06.2018 00:00:00   ;    12,2 ;     
01.07.2018 00:00:00   ;    14,1 ;     
01.08.2018 00:00:00   ;    16,0 ;     
01.09.2018 00:00:00   ;    17,2 ;     
01.10.2018 00:00:00   ;    17,3 ;     
01.11.2018 00:00:00   ;    16,6 ;     
01.12.2018 00:00:00   ;    15,4 ;     
01.01.2019 00:00:00   ;    13,4 ;     
01.02.2019 00:00:00   ;    11,6 ;     
01.03.2019 00:00:00   ;    10,1 ;     
01.04.2019 00:00:00   ;     9,7 ;     
01.05.2019 00:00:00   ;    10,3 ;     
01.06.2019 00:00:00   ;    11,6 ;     
01.07.2019 00:00:00   ;    14,2 ;     
01.08.2019 00:00:00   ;    16,4 ;     
01.09.2019 00:00:00   ;    17,7 ;     
01.10.2019 00:00:00   ;    17,9 ;     
01.11.2019 00:00:00   ;    16,8 ;     
01.12.2019 00:00:00   ;    15,1 ;     
01.01.2020 00:00:00   ;    12,8 ;     
01.02.2020 00:00:00   ;    10,9 ;     
01.03.2020 00:00:00   ;     9,9 ;     
01.04.2020 00:00:00   ;     9,6 ;     
01.05.2020 00:00:00   ;    10,7 ;     
01.06.2020 00:00:00   ;    12,1 ;     
01.07.2020 00:00:00   ;    14,0 ;     
01.08.2020 00:00:00   ;    16,3 ;     
01.09.2020 00:00:00   ;    17,7 ;     
01.10.2020 00:00:00   ;    17,6 ;     
01.11.2020 00:00:00   ;    16,2 ;     
01.12.2020 00:00:00   ;    14,1 ;     
01.01.2021 00:00:00   ;    12,0 ;     
01.02.2021 00:00:00   ;    10,5 ;     
01.03.2021 00:00:00   ;     9,4 ;     
01.04.2021 00:00:00   ;     9,3 ;     
01.05.2021 00:00:00   ;    10,0 ;     
01.06.2021 00:00:00   ;    11,4 ;     
01.07.2021 00:00:00   ;    13,7 ;     
01.08.2021 00:00:00   ;    15,8 ;     
01.09.2021 00:00:00   ;    16,9 ;     
01.10.2021 00:00:00   ;    17,0 ;     
01.11.2021 00:00:00   ;    15,9 ;     
01.12.2021 00:00:00   ;    14,1 ;     
01.01.2022 00:00:00   ;Lücke        ; 
