Messstelle:                ;Baldramsdorf, Bl 628
HZB-Nummer:                ;338889
HD-Nummer:                 ;
DBMS-Nummer:               ;2002301
PorenGW-Gebiet:            ;412 Lurnfeld
Grundwasserkörper:         ;Drautal [DRA]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Kärnten
Messstellenbetreiber:      ;Verbund Hydro Power AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;29.04.2003
 Geländehöhe:              ;539,52
 Messpunkthöhe:            ;540,47
 Sohllage:                 ;534,12
 T-Messtiefe u.GOK:        ;3,55
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  29.04.2003               ;13 27 50                 ;46 48 36
Exportzeitreihe:           ;GWTEP,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (0)
Werteinformation:          ;GWT-Messhöhe(n) unter GOK: 29.4.03: 3.55 - ~~
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;1 Nachkommastelle
Einheit:                   ;°C
Werte:
01.10.2011 00:00:00   ;    11,6 ;     
01.11.2011 00:00:00   ;    11,2 ;     
01.12.2011 00:00:00   ;    10,3 ;     
01.01.2012 00:00:00   ;     9,2 ;     
01.02.2012 00:00:00   ;     8,3 ;     
01.03.2012 00:00:00   ;     7,5 ;     
01.04.2012 00:00:00   ;     7,3 ;     
01.05.2012 00:00:00   ;     7,8 ;     
01.06.2012 00:00:00   ;     8,6 ;     
01.07.2012 00:00:00   ;     9,8 ;     
01.08.2012 00:00:00   ;    10,8 ;     
01.09.2012 00:00:00   ;    11,5 ;     
01.10.2012 00:00:00   ;    11,9 ;     
01.11.2012 00:00:00   ;    11,6 ;     
01.12.2012 00:00:00   ;    10,9 ;     
01.01.2013 00:00:00   ;     9,8 ;     
01.02.2013 00:00:00   ;     8,8 ;     
01.03.2013 00:00:00   ;     7,9 ;     
01.04.2013 00:00:00   ;     7,4 ;     
01.05.2013 00:00:00   ;     7,9 ;     
01.06.2013 00:00:00   ;     8,8 ;     
01.07.2013 00:00:00   ;     9,5 ;     
01.08.2013 00:00:00   ;    10,3 ;     
01.09.2013 00:00:00   ;    11,3 ;     
01.10.2013 00:00:00   ;    11,7 ;     
01.11.2013 00:00:00   ;    11,3 ;     
01.12.2013 00:00:00   ;     9,8 ;     
01.01.2014 00:00:00   ;     7,4 ;     
01.02.2014 00:00:00   ;     5,4 ;     
01.03.2014 00:00:00   ;     3,7 ;     
01.04.2014 00:00:00   ;     3,4 ;     
01.05.2014 00:00:00   ;     4,0 ;     
