Messstelle:                ;Fischamend, Bl 1909.6
HZB-Nummer:                ;331082
HD-Nummer:                 ;3HD30096
DBMS-Nummer:               ;10001061
Fremdnummer:               ;1909.006
PorenGW-Gebiet:            ;250 Südliches Wiener Becken
Grundwasserkörper:         ;Südl. Wiener Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;via donau (WSD)
Bundesland:                ;Niederösterreich
Messstellenbetreiber:      ;via donau - Österreichische Wasserstraßen-GmbH
Höhenangaben [m ü.A.]:     ;gültig seit: ;06.03.2014
 Geländehöhe:              ;149,91
 Messpunkthöhe:            ;152,59
 Sohllage:                 ;144,61
 T-Messtiefe u.GOK:        ;7,70
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  14.10.2021               ;16 37 02                 ;48 07 25
  01.01.2010               ;16 37 02                 ;48 07 25
  01.01.2007               ;16 37 02                 ;48 07 25
  01.01.1983               ;16 37 00                 ;48 07 26
Exportzeitreihe:           ;GWTEP,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (0)
Werteinformation:          ;GWT-Messhöhe(n) unter GOK: 6.3.14: 7.7 - ~~
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;1 Nachkommastelle
Einheit:                   ;°C
Werte:
01.03.2014 00:00:00   ;    10,2 ;     
01.04.2014 00:00:00   ;     9,9 ;     
01.05.2014 00:00:00   ;    10,0 ;     
01.06.2014 00:00:00   ;    10,3 ;     
01.07.2014 00:00:00   ;    10,8 ;     
